"sex","parental_level_of_education","lunch","test_preparation_course","math_score","reading_score","writing_score","id","parent_income","school_location","school_type","race","el_status","home_language","grade","age","close_friends","trusted_adult","mental_health","stress_rating","belonging","ses_score","alcohol_use","marijuana_use","siblings","pets"
"female","some high school","Reduced","completed",58.6692087299316,52.355184173469,49.0411596170065,4294,39153.8041957421,"Urban","Public","White","not EL","English",6,12,3,1,"good",8,"very welcome",2.64,0,0,3,2
"male","some college","Free","completed",87.8569859761837,83.6385170378091,69.4200480994346,4295,27314.7698079228,"Suburban","Public","Latine","not EL","English",8,14,3,0,"excellent",3,"welcome half the time",3.45,0,0,0,0
"female","associate's degree","Free","completed",47.6175157894009,48.1331021671185,38.648688544836,4296,29881.4211973542,"Suburban","Public","Latine","not EL","English",8,13,3,1,"good",8,"mostly welcome",4.27,0,0,3,0
"female","some college","Reduced","none",93.1439072884611,82.7740358427598,75.4041643970585,4297,46920.276313732,"Urban","Public","White","EL","Other",6,12,3,1,"good",8,"welcome half the time",5.09,0,0,3,2
"female","bachelor's degree","Standard","completed",55.1818825428041,54.2193081260036,44.2567337092031,4298,64141.0797209916,"Urban","Public","Latine","not EL","English",7,12,2,1,"very good",6,"very welcome",9.18,1,0,2,1
"male","some high school","Free","none",67.367314803419,65.5593954147815,53.751476026144,4299,26588.2583876447,"Rural","Charter","White","not EL","English",8,13,3,0,"good",6,"mostly unwelcome",1,0,0,2,0
"male","some college","Free","completed",63.7326742172637,61.7641243093503,50.7955744014369,4300,32927.149864846,"Suburban","Public","Black","not EL","English",7,13,4,0,"very good",6,"very welcome",3.45,0,0,2,0
"male","high school","Standard","none",62.3652892733663,61.1458434764996,49.926397679633,4301,49149.7595407047,"Urban","Public","Black","not EL","English",8,13,3,1,"poor",9,"welcome half the time",5.91,1,0,4,3
"female","some high school","Free","none",95.7758454212544,90.0375106658127,75.299175910371,4302,22378.4119011256,"Rural","Public","White","not EL","English",7,12,1,0,"very good",5,"mostly unwelcome",1,0,0,1,0
"male","high school","Reduced","none",91.0434742292688,85.8618890258254,71.680303822382,4303,34236.7206818665,"Urban","Public","Latine","not EL","English",7,12,3,1,"good",6,"very welcome",4.27,0,0,2,0
"female","high school","Free","completed",52.9295218425022,47.2907545669137,44.6519872913252,4304,23303.7710914058,"Urban","Public","Black","not EL","English",6,11,2,1,"very good",6,"very welcome",2.64,0,0,2,0
"male","high school","Reduced","completed",78.4995907976345,74.7937565861481,62.0879223746617,4305,36774.3594270429,"Urban","Public","White","not EL","English",7,13,5,1,"very good",6,"very welcome",4.27,0,0,2,1
"female","high school","Reduced","none",73.0638672041165,70.5857651801028,58.1076631560891,4306,36947.0833274254,"Urban","Public","White","not EL","English",8,14,3,1,"good",8,"very unwelcome",4.27,0,0,3,1
"female","some college","Reduced","none",59.2891178123148,58.4315745402778,47.5740312682407,4307,35963.7225948124,"Urban","Public","2 or more","EL","English",8,14,4,1,"poor",9,"mostly unwelcome",5.09,0,0,4,0
"male","some college","Reduced","completed",46.5070554268395,41.6238724354466,39.7406894440537,4308,35959.8318851291,"Urban","Public","2 or more","EL","Other",6,11,3,1,"poor",9,"very welcome",5.09,0,0,4,0
"male","some college","Reduced","none",58.2279888204146,51.9658724886011,48.7037561567877,4309,38119.0203280298,"Urban","Public","White","not EL","English",6,11,4,1,"very good",5,"very welcome",5.09,0,0,1,0
"female","some high school","Reduced","completed",60.5228573866191,59.520168282311,48.5174791780028,4310,46136.0118029842,"Urban","Public","White","not EL","English",8,14,2,1,"very good",6,"mostly welcome",2.64,1,0,2,4
"female","bachelor's degree","Standard","completed",46.1690274745046,46.85502424221,37.5410210099153,4311,56799.9681377594,"Urban","Public","Latine","EL","Other",8,13,3,1,"good",7,"mostly welcome",9.18,0,0,3,0
"male","associate's degree","Reduced","none",58.1951048956284,51.9368572608486,48.6786096260688,4312,43094.5085299068,"Urban","Public","Latine","EL","English",6,11,1,1,"good",7,"very welcome",5.91,0,0,3,0
"female","high school","Standard","none",48.7714112496427,48.5630099261553,39.3546086026679,4313,54564.8993355314,"Suburban","Public","White","not EL","English",7,13,2,1,"poor",10,"mostly unwelcome",5.91,1,0,4,4
"female","bachelor's degree","Reduced","completed",89.3185941457002,84.9281713050296,70.537748464359,4314,45019.6337775427,"Urban","Public","Latine","not EL","English",8,14,5,1,"good",6,"very welcome",7.55,0,0,2,0
"female","associate's degree","Reduced","none",81.3448566353461,77.8925205605995,64.4401844858529,4315,44548.0965086665,"Urban","Public","2 or more","not EL","English",8,14,3,1,"very good",6,"very welcome",5.91,0,0,2,1
"female","some college","Reduced","none",11.2967890490182,16.0854021020749,10.8740151551316,4316,37945.1376311554,"Urban","Public","Latine","EL","Other",8,13,3,1,"fair",9,"mostly unwelcome",5.09,1,0,4,0
"male","associate's degree","Reduced","none",46.5526730244563,47.1935350215791,37.8343970187019,4317,43570.1227823127,"Urban","Public","Black","not EL","English",8,13,1,1,"fair",3,"welcome half the time",5.91,0,0,0,0
"female","some high school","Free","none",29.3346637732334,26.471762152853,26.6088605324726,4318,27052.6995195996,"Urban","Public","Asian","not EL","English",6,11,4,1,"good",8,"very welcome",1,0,0,3,0
"female","associate's degree","Reduced","none",50.3668979419464,50.5590275958351,40.7511572497237,4319,39704.3443159,"Urban","Public","Black","not EL","English",8,13,3,1,"very good",5,"very welcome",5.91,0,0,1,0
"male","some college","Standard","completed",67.2460462727305,64.8641584759387,53.4822706791468,4320,58849.3572285065,"Urban","Public","Latine","not EL","English",7,13,3,1,"good",8,"mostly welcome",6.73,0,0,3,4
"male","some college","Standard","completed",53.5645658339721,47.8510875005636,45.1376091671551,4321,49705.7513970588,"Suburban","Public","Latine","EL","Other",6,12,2,0,"very good",6,"mostly welcome",6.73,0,0,2,3
"female","some college","Reduced","none",53.6426622855328,53.4494078989995,43.2561535124662,4322,37813.0954062308,"Urban","Public","White","not EL","English",8,14,4,1,"very good",5,"mostly unwelcome",5.09,0,1,1,0
"male","master's degree","Standard","none",65.5221972805983,58.4019387769985,54.2816802733987,4323,70850.5555948387,"Suburban","Public","Black","not EL","English",6,11,2,1,"very good",5,"very welcome",10,0,0,1,0
"female","some college","Reduced","completed",44.9641406603934,40.2624770532883,38.5608134461832,4324,43287.4527302255,"Suburban","Public","Black","not EL","English",6,11,3,0,"good",7,"mostly welcome",5.09,0,0,3,1
"male","some college","Free","none",54.690953570309,53.7861355032138,43.8813174361186,4325,32722.1331728017,"Urban","Public","White","not EL","English",7,12,0,1,"very good",5,"mostly welcome",3.45,0,0,1,0
"female","some college","Free","none",77.4233748636458,74.4323895855698,61.4414043074938,4326,32573.7222006282,"Suburban","Public","White","EL","Spanish",8,13,1,1,"poor",9,"mostly unwelcome",3.45,0,0,4,0
"female","some college","Reduced","completed",36.4706008104778,32.7681771857157,32.0657535609536,4327,35193.8363779425,"Urban","Public","White","not EL","English",6,11,3,1,"excellent",4,"very welcome",5.09,0,0,0,0
"male","high school","Free","none",61.1899123424872,54.5793344198417,50.9687564971961,4328,28604.220544274,"Rural","Public","White","not EL","English",6,11,3,0,"excellent",3,"very welcome",2.64,0,0,0,0
"female","associate's degree","Reduced","none",75.1243628267971,71.8156142589387,59.5068656910802,4329,37622.2783055937,"Urban","Public","White","not EL","English",7,12,4,1,"good",8,"very unwelcome",5.91,0,0,3,0
"male","some college","Reduced","completed",76.1019717939089,73.2664457005078,60.4309196071068,4330,36454.5228455446,"Suburban","Public","White","not EL","English",8,14,3,0,"very good",5,"very welcome",5.09,0,1,1,0
"male","master's degree","Standard","completed",65.4078037544915,63.8304150774925,52.2530264004935,4331,74415.9149569644,"Suburban","Public","White","EL","Spanish",8,13,3,1,"excellent",4,"mostly unwelcome",10,0,0,0,0
"male","some college","Reduced","none",66.7079945949099,64.3894069955087,53.0708193961075,4332,38310.5816590674,"Urban","Public","White","EL","Other",7,12,2,1,"good",6,"very welcome",5.09,0,0,2,0
"male","some high school","Free","completed",85.7307500118188,81.7624264810166,67.7941029502144,4333,25297.5030249539,"Urban","Public","Black","not EL","English",8,14,4,1,"very good",6,"very welcome",1,1,0,2,0
"female","high school","Free","none",81.4399312580594,77.3881746394642,64.336418020869,4334,25708.9460953076,"Urban","Public","2 or more","not EL","English",7,13,3,1,"very good",5,"very welcome",2.64,0,0,1,0
"female","some college","Reduced","none",71.3245673056125,68.4628535049522,56.6011397042919,4335,38291.2381738991,"Urban","Public","Asian","not EL","English",7,13,4,1,"excellent",4,"mostly welcome",5.09,0,0,0,0
"male","some college","Free","none",60.7911818666297,59.1686898823203,48.546197898011,4336,17524.8419930184,"Urban","Public","White","not EL","English",7,12,3,1,"good",8,"welcome half the time",3.45,0,0,3,0
"female","high school","Free","none",53.5549961033976,47.8426436206449,45.1302911378923,4337,1833.65540350482,"Urban","Public","2 or more","EL","Other",6,12,3,1,"poor",3,"welcome half the time",2.64,0,0,0,0
"female","some college","Reduced","none",63.7474671262829,62.3654121702496,50.9833572142163,4338,47070.2692881606,"Rural","Charter","White","not EL","English",8,14,3,0,"very good",5,"very welcome",5.09,0,0,1,2
"female","some college","Reduced","none",56.364800706489,55.8512947410197,45.3377887755504,4339,41617.4114749361,"Suburban","Public","White","not EL","English",8,13,4,0,"excellent",7,"mostly welcome",5.09,0,0,0,1
"male","some college","Free","completed",100,97.5993411264063,81.5194289762188,4340,13647.8479607319,"Urban","Public","Black","not EL","English",8,14,1,1,"excellent",4,"very welcome",3.45,0,0,0,0
"female","some high school","Free","completed",58.9835906602509,57.5737564649273,47.1639222696037,4341,12314.508101902,"Urban","Public","Latine","not EL","English",7,13,2,1,"excellent",4,"mostly welcome",1,0,0,0,0
"female","some college","Free","none",80.798394167158,76.8221125004335,63.8458308337091,4342,23917.7286265203,"Urban","Public","Black","EL","Other",7,13,4,1,"very good",5,"very welcome",3.45,1,0,1,0
"female","some high school","Free","completed",67.9119508578123,65.4517213451285,53.9914918324447,4343,14698.5120576828,"Urban","Public","White","not EL","English",7,13,4,1,"good",8,"welcome half the time",1,0,0,3,0
"female","some high school","Free","none",43.044491874186,38.5686693007523,37.0928467273187,4344,26567.3916670424,"Urban","Public","Latine","EL","English",6,12,3,1,"very good",6,"very welcome",1,0,0,2,0
"male","high school","Reduced","completed",53.4863358163692,47.7820610144434,45.0777862125176,4345,37788.3005239044,"Urban","Public","2 or more","not EL","English",6,11,5,1,"very good",5,"very welcome",4.27,0,0,1,1
"female","some college","Reduced","none",76.499487623965,68.0877831976161,62.6760787712673,4346,42601.292517999,"Suburban","Public","Latine","not EL","English",6,12,4,0,"good",8,"very welcome",5.09,0,0,3,1
"male","some high school","Free","none",79.0803041867412,75.306150753007,62.5319973192727,4347,21508.3180355256,"Suburban","Public","Asian","not EL","English",7,12,4,1,"very good",5,"very welcome",1,0,0,1,0
"male","master's degree","Standard","none",39.6958598950008,35.6139940250007,34.5321281550006,4348,72732.3028492353,"Suburban","Public","Latine","EL","Spanish",6,12,3,1,"very good",5,"very welcome",10,0,0,1,0
"male","master's degree","Standard","none",62.4961277601895,60.6730539060495,49.8499800519096,4349,96489.430999985,"Urban","Public","2 or more","not EL","English",7,13,3,1,"good",8,"welcome half the time",10,0,0,3,3
"male","some college","Free","completed",62.2084512898702,61.0074570204737,49.8064627510772,4350,25512.1181238105,"Urban","Public","Black","not EL","English",8,13,2,1,"good",8,"very welcome",3.45,0,0,3,0
"male","associate's degree","Reduced","none",74.6070551030653,71.9474015615282,59.2877480199911,4351,45052.8896132278,"Suburban","Public","Latine","not EL","English",8,14,4,0,"good",7,"very welcome",5.91,0,0,3,1
"male","some high school","Reduced","completed",51.985842106831,51.3992724472038,41.8127027875766,4352,40740.5814035609,"Rural","Charter","White","not EL","English",7,13,4,0,"excellent",4,"mostly welcome",2.64,0,0,0,3
"male","some college","Standard","none",70.7768365496709,68.567796955592,56.358757361513,4353,49867.0915693558,"Suburban","Public","White","not EL","English",8,14,4,0,"very good",5,"mostly welcome",6.73,0,0,1,3
"female","associate's degree","Standard","none",73.53405447537,65.4712245370912,60.4083945988124,4354,54748.1644746203,"Suburban","Public","Black","not EL","English",6,12,2,0,"very good",6,"very welcome",7.55,0,0,2,3
"female","some high school","Free","completed",59.147415854205,57.7183081066515,47.289200359098,4355,33274.9799394037,"Rural","Charter","2 or more","not EL","English",7,12,5,0,"very good",5,"very welcome",1,0,0,1,1
"male","high school","Standard","none",57.0113916615478,55.8335808778363,45.6557700941248,4356,50125.2417897188,"Urban","Public","Latine","EL","Spanish",7,13,3,1,"very good",6,"very unwelcome",5.91,1,0,2,3
"female","master's degree","Standard","none",36.577669977216,37.8038264504847,30.0299829237534,4357,74632.8679115049,"Suburban","Public","Black","not EL","English",7,13,3,1,"good",8,"very welcome",10,0,0,3,0
"male","some college","Free","none",67.42465651377,60.0805792768559,55.7365020399417,4358,16389.7731750803,"Urban","Public","White","EL","Spanish",6,12,4,1,"good",8,"welcome half the time",3.45,0,0,3,0
"male","master's degree","Standard","none",73.7712713447097,71.2099453041556,58.6486192636015,4359,90104.2411645819,"Urban","Public","2 or more","not EL","English",8,14,3,1,"very good",6,"mostly welcome",10,1,0,2,2
"male","master's degree","Standard","completed",90.8885924632559,86.3134639381669,71.738335413078,4360,78561.7624137633,"Urban","Public","2 or more","not EL","English",8,14,3,1,"poor",1,"mostly welcome",10,1,0,4,0
"male","some college","Reduced","none",77.7937114130091,74.170921835008,61.5481322570069,4361,48440.6354589872,"Rural","Charter","Asian","not EL","English",7,13,3,0,"excellent",4,"welcome half the time",5.09,0,0,0,2
"male","some college","Free","none",69.9097552485172,67.8027252192799,55.6956951900426,4362,33950.28171794,"Suburban","Public","Latine","EL","English",8,14,4,0,"very good",5,"mostly welcome",3.45,0,0,1,0
"female","master's degree","Standard","none",96.9385114710956,91.6516277686138,76.364744066132,4363,96946.4437544433,"Suburban","Public","White","not EL","English",8,13,3,0,"good",7,"very unwelcome",10,0,0,3,3
"female","high school","Reduced","completed",55.1973972215363,49.2918210778262,46.386244934116,4364,37996.2383387832,"Rural","Charter","Latine","not EL","English",6,12,2,0,"good",6,"very welcome",4.27,0,0,2,1
"female","master's degree","Standard","none",51.0146940818053,50.5423771310047,41.0700601802041,4365,73713.6029700147,"Urban","Public","Black","not EL","English",7,13,3,1,"good",8,"very welcome",10,0,0,3,0
"female","some high school","Reduced","completed",70.3208446069079,62.6360393590363,57.9512341111648,4366,35192.9938804988,"Rural","Charter","White","not EL","English",6,11,2,0,"good",6,"very welcome",2.64,0,0,2,1
"female","associate's degree","Reduced","completed",90.0647980337245,85.5865865003452,71.1083749669658,4367,34379.1128671682,"Urban","Public","White","not EL","English",8,13,5,1,"excellent",4,"very unwelcome",5.91,1,0,0,0
"male","high school","Free","none",50.557604504247,50.7272980919826,40.8969916797183,4368,32521.3740096289,"Urban","Public","White","EL","Other",8,13,3,1,"fair",9,"mostly welcome",2.64,0,0,4,0
"female","associate's degree","Standard","none",36.6976850536473,37.9097221061594,30.1217591586715,4369,54058.5221317441,"Rural","Charter","White","not EL","English",7,12,4,0,"good",7,"very welcome",7.55,1,0,3,2
"female","high school","Reduced","none",72.3492613715105,64.4258188572151,59.5023763429198,4370,37275.2571810053,"Urban","Public","Black","not EL","English",6,12,2,1,"poor",9,"very unwelcome",4.27,0,0,4,1
"male","high school","Free","none",97.8557587665183,92.4609636175161,77.066168468514,4371,24409.3293500004,"Rural","Charter","White","not EL","English",8,14,5,0,"fair",3,"very welcome",2.64,0,0,0,0
"male","associate's degree","Reduced","none",36.0175234474655,32.3684030418813,31.7192826362971,4372,43638.8860817876,"Urban","Public","White","not EL","English",6,11,5,1,"very good",5,"mostly welcome",5.91,0,0,2,0
"female","some college","Reduced","completed",14.865091485278,13.70449248701,15.543893488742,4373,41189.4549054849,"Urban","Public","Black","not EL","English",6,12,2,1,"good",6,"very welcome",5.09,0,0,2,1
"male","some college","Reduced","completed",97.6150950158251,92.2486132492575,76.8821314826898,4374,43954.9283613756,"Rural","Charter","White","EL","Other",8,13,4,0,"very good",5,"welcome half the time",5.09,0,0,1,1
"female","some high school","Free","none",61.3711072918292,60.2686240810257,49.1661408702223,4375,31666.898134244,"Urban","Public","Black","not EL","English",8,13,4,1,"very good",5,"very welcome",1,0,0,1,1
"female","master's degree","Standard","none",53.1655349486041,52.4401778958271,42.7148208430502,4376,86920.6736788262,"Urban","Public","Asian","not EL","English",7,13,2,1,"excellent",4,"mostly welcome",10,0,0,0,1
"female","some high school","Reduced","none",85.6789338758342,76.1872945963243,69.6956553168144,4377,38314.1496913941,"Urban","Public","Black","not EL","English",6,11,2,1,"good",7,"mostly welcome",2.64,0,0,3,2
"male","associate's degree","Reduced","completed",89.3480299094287,79.4247322730253,72.501434636622,4378,45329.1289935991,"Urban","Public","White","not EL","English",6,12,2,1,"fair",3,"welcome half the time",5.91,1,0,0,1
"female","some college","Reduced","completed",40.5915640317312,36.4043212044687,35.2170783772062,4379,46207.916472202,"Urban","Public","Latine","EL","Other",6,12,3,1,"poor",9,"mostly unwelcome",5.09,0,0,4,2
"female","bachelor's degree","Standard","none",27.879952329681,30.1293697026597,23.3787870756384,4380,56257.1013765743,"Urban","Public","White","not EL","English",7,12,3,1,"very good",5,"very welcome",9.18,0,0,1,0
"male","some high school","Reduced","none",65.3382023277348,63.7690020538837,52.1998017800325,4381,34720.3861845706,"Urban","Public","2 or more","EL","English",8,14,2,1,"good",8,"welcome half the time",2.64,0,0,3,1
"female","high school","Free","completed",46.2395146393561,41.387807034726,39.5360994300958,4382,31402.3018611442,"Urban","Public","2 or more","EL","English",6,12,2,1,"good",6,"very welcome",2.64,1,0,2,0
"female","high school","Free","none",42.7966187110216,43.2911341567838,34.785649602546,4383,25769.4344902947,"Suburban","Public","Black","not EL","English",7,13,5,0,"excellent",4,"mostly welcome",2.64,0,0,0,0
"female","some college","Free","none",50.3950220077577,49.9956076539039,40.59619330005,4384,29584.5463043572,"Urban","Public","White","not EL","English",7,13,5,1,"very good",5,"very welcome",3.45,0,1,1,0
"female","some college","Free","none",72.6007826175366,64.6477493684147,59.6947161192927,4385,31252.9394259469,"Urban","Public","Asian","not EL","English",6,12,3,1,"good",6,"very welcome",3.45,0,0,2,0
"female","high school","Free","completed",48.9006506783894,48.677044716226,39.4534387540625,4386,31449.5324192641,"Suburban","Public","White","not EL","English",7,13,3,1,"very good",6,"very welcome",2.64,0,0,2,0
"female","some college","Reduced","none",61.73910053466,60.0050887070529,49.2710768794459,4387,36527.8807185508,"Suburban","Public","Latine","not EL","English",7,12,5,1,"good",8,"very welcome",5.09,0,0,3,0
"female","high school","Reduced","none",78.4071528415286,74.7121936837017,62.0172345258748,4388,39644.5237425481,"Urban","Public","White","not EL","English",7,12,2,1,"very good",5,"mostly welcome",4.27,0,0,1,1
"female","associate's degree","Standard","none",62.9975214308155,61.1154600860137,50.2333987412118,4389,50424.0262393576,"Urban","Public","Black","EL","French",7,12,1,1,"very good",5,"very welcome",7.55,0,0,1,2
"female","some college","Standard","none",70.7762675217464,67.9790595780116,56.1818516342767,4390,53190.0748541605,"Urban","Public","2 or more","not EL","English",7,13,2,1,"very good",6,"very welcome",6.73,1,0,2,3
"male","some college","Reduced","none",29.4231123995507,32.079216823133,24.7353212467153,4391,34565.2505999171,"Urban","Public","2 or more","EL","Other",8,14,3,1,"excellent",4,"very welcome",5.09,0,0,0,0
"female","high school","Reduced","none",28.8725153145561,31.5933958657848,24.3142764170135,4392,43438.712178431,"Urban","Public","2 or more","EL","Other",8,13,2,1,"very good",5,"very welcome",4.27,0,0,1,2
"male","some college","Reduced","completed",74.0353142764496,71.4429243615732,58.8505344466968,4393,46617.2125714768,"Urban","Public","Latine","not EL","English",8,14,3,1,"excellent",4,"welcome half the time",5.09,0,0,0,2
"male","master's degree","Standard","none",62.7713035245168,61.5040913451619,50.236879165807,4394,72981.1814228083,"Urban","Public","White","EL","English",8,14,4,1,"poor",9,"very welcome",10,0,0,4,0
"male","high school","Free","completed",51.2169815860958,51.3091013994963,41.4012212128968,4395,22245.6020279209,"Suburban","Public","Black","not EL","English",8,13,2,0,"very good",6,"very welcome",2.64,0,0,2,0
"male","high school","Free","none",41.8870409098393,37.5473890380935,36.2077371663477,4396,9802.99499133999,"Urban","Public","Latine","EL","English",6,12,3,1,"very good",5,"very welcome",2.64,0,0,1,0
"female","high school","Free","none",60.6049205484647,54.0631651898218,50.5214098311789,4397,24936.6867422716,"Urban","Public","Latine","EL","Other",6,12,4,1,"good",6,"very welcome",2.64,0,0,2,0
"male","some high school","Reduced","none",53.1755107941738,52.4489801125063,42.7224494308388,4398,35684.5756690729,"Urban","Public","White","not EL","English",7,13,3,1,"excellent",4,"welcome half the time",2.64,0,0,0,2
"female","some college","Reduced","none",42.666179548808,43.7642760724777,34.8623725961473,4399,36380.5757561224,"Suburban","Public","Latine","not EL","English",8,13,2,1,"very good",6,"very welcome",5.09,0,0,2,0
"female","some college","Standard","none",68.2914233822384,65.7865500431515,54.2816767040647,4400,54458.1963975495,"Suburban","Public","2 or more","not EL","English",7,12,3,0,"very good",5,"very welcome",6.73,1,0,1,3
"male","some college","Standard","completed",80.6495560094513,76.6907847142217,63.7320134189922,4401,56616.4881820169,"Suburban","Public","White","not EL","English",7,13,3,0,"poor",2,"very unwelcome",6.73,0,0,4,4
"female","some college","Free","completed",51.3662332298083,45.9113822615955,43.4565312933828,4402,27936.2141363125,"Urban","Public","Black","not EL","English",6,11,4,1,"good",8,"very welcome",3.45,0,0,3,0
"male","associate's degree","Reduced","none",46.006942339711,41.1825961820979,39.3582500244849,4403,43881.6441140004,"Suburban","Public","2 or more","EL","Spanish",6,12,2,0,"good",7,"mostly welcome",5.91,0,0,3,0
"female","high school","Reduced","none",65.7703228417385,64.1502848603575,52.5302468789765,4404,36838.8926429506,"Suburban","Public","Black","not EL","English",8,14,1,0,"fair",1,"very unwelcome",4.27,0,0,4,1
"male","some high school","Free","completed",55.4346190256301,55.0305461990854,44.6264733725407,4405,22258.5380231506,"Urban","Public","Black","not EL","English",8,14,2,1,"fair",1,"mostly welcome",1,0,0,4,0
"male","high school","Free","completed",52.0325852161741,52.0287516613301,42.0249181064861,4406,31497.1423316757,"Urban","Public","Black","EL","French",8,13,2,1,"good",8,"mostly unwelcome",2.64,1,0,3,0
"female","some college","Reduced","completed",53.2763893152715,52.5379905722983,42.7995918293252,4407,39967.7882307856,"Urban","Public","Asian","not EL","English",7,13,2,1,"very good",6,"very welcome",5.09,0,0,2,1
"female","bachelor's degree","Standard","completed",47.452659607933,47.3994055364115,38.3461514648899,4408,67765.1662456098,"Rural","Public","Black","not EL","English",7,12,1,0,"fair",3,"welcome half the time",9.18,0,0,0,2
"male","associate's degree","Free","none",63.897926721777,61.9099353427444,50.9219439637118,4409,9929.13324322238,"Urban","Public","Black","not EL","English",7,13,4,1,"good",7,"very welcome",4.27,0,0,3,0
"female","some high school","Free","none",100,100,84.998751999307,4410,18989.3149538752,"Suburban","Public","2 or more","not EL","English",7,13,2,0,"fair",3,"welcome half the time",1,0,0,0,0
"male","high school","Free","completed",77.7022107445326,74.0901859510581,61.4781611575837,4411,30670.1206795223,"Urban","Public","Latine","not EL","English",7,13,3,1,"good",6,"very welcome",2.64,1,0,2,0
"female","some high school","Free","completed",72.2698300345315,69.885144148116,57.5004582617005,4412,33324.7832103054,"Urban","Public","2 or more","not EL","English",8,14,2,1,"very good",5,"very welcome",1,0,0,1,1
"male","associate's degree","Reduced","completed",26.1101901946778,23.6266384070686,24.1430866194595,4413,41157.9135866207,"Urban","Public","Latine","not EL","English",6,12,3,1,"excellent",7,"mostly welcome",5.91,0,0,0,0
"female","some high school","Free","completed",35.4987804891404,36.8518651374769,29.2049497858133,4414,27963.6491347819,"Urban","Public","White","not EL","English",7,13,2,1,"very good",5,"mostly unwelcome",1,0,0,1,0
"female","some high school","Free","none",69.1849170807498,67.1631621300733,55.1414071793969,4415,31332.1529463871,"Urban","Public","Asian","not EL","English",8,13,4,1,"very good",6,"very welcome",1,0,0,2,1
"female","some college","Reduced","none",44.606666039005,44.8882347402986,36.1698034415921,4416,43321.8359968377,"Suburban","Public","Asian","not EL","English",7,13,5,1,"very good",5,"very welcome",5.09,0,0,1,1
"male","master's degree","Standard","completed",87.7958622639398,82.9963490564175,69.1968358488951,4417,61103.1122718981,"Urban","Public","2 or more","not EL","English",7,13,2,1,"excellent",7,"very welcome",10,0,0,0,0
"female","bachelor's degree","Standard","none",79.6133258346359,75.7764639717375,62.9396021088392,4418,55542.9510097114,"Urban","Public","Latine","not EL","English",7,13,3,1,"fair",9,"mostly unwelcome",9.18,0,0,4,0
"male","associate's degree","Free","none",97.8283439863789,91.8485388115108,76.8687336366427,4419,33698.259358729,"Suburban","Public","Black","not EL","English",7,13,4,1,"fair",9,"welcome half the time",4.27,1,0,4,0
"female","some high school","Free","none",81.9868219397877,78.4589605351068,64.9310991304258,4420,30708.7767932146,"Urban","Public","White","not EL","English",8,13,3,1,"fair",3,"very welcome",1,0,0,0,1
"male","some college","Reduced","none",69.5692866463406,67.5023117467711,55.4353368472016,4421,40843.0093386924,"Urban","Public","White","not EL","English",8,13,2,1,"excellent",4,"very welcome",5.09,0,0,0,1
"male","some high school","Reduced","completed",37.445250285197,38.5693384869385,30.69342668868,4422,42762.8971090675,"Urban","Public","2 or more","not EL","English",7,13,4,1,"excellent",4,"mostly welcome",2.64,0,0,0,3
"male","some high school","Free","none",42.0838599157056,37.721052866799,36.3582458178925,4423,17326.2798149971,"Suburban","Public","Black","not EL","English",6,11,3,0,"good",7,"welcome half the time",1,0,0,3,0
"male","some college","Free","none",66.7672075810186,65.0298890420753,53.2925705031319,4424,26697.9109993556,"Rural","Charter","Black","not EL","English",8,14,3,0,"good",6,"welcome half the time",3.45,0,0,2,0
"male","master's degree","Standard","completed",73.4212347266693,70.9010894647082,58.3809442027471,4425,77274.2548410637,"Urban","Public","White","not EL","English",8,13,3,1,"excellent",4,"very unwelcome",10,1,0,0,0
"female","some college","Free","none",71.1016682927378,68.8544131994745,56.6071581062112,4426,31121.7307880653,"Urban","Public","2 or more","not EL","English",8,13,4,1,"good",6,"very welcome",3.45,0,0,2,0
"male","some college","Free","none",22.5921754964449,20.5225077909808,21.4528400855167,4427,27290.4513604187,"Urban","Public","Latine","not EL","English",6,12,4,1,"excellent",4,"very unwelcome",3.45,0,0,0,0
"female","some high school","Free","none",40.8786845567505,41.5988393147799,33.3189940728092,4428,31591.3044166766,"Urban","Public","Latine","not EL","English",7,13,3,1,"good",8,"mostly welcome",1,0,0,3,1
"male","bachelor's degree","Reduced","none",46.9309346782744,41.9978835396539,40.0648324010334,4429,46956.592344328,"Suburban","Public","Latine","EL","Other",6,11,3,1,"very good",5,"very welcome",7.55,0,0,1,0
"male","high school","Reduced","completed",70.4656749034086,68.2932425618311,56.1208102202536,4430,43855.4140572516,"Urban","Public","Latine","not EL","English",8,14,2,1,"very good",5,"very welcome",4.27,0,0,1,2
"female","bachelor's degree","Standard","none",71.4674573456656,69.1771682461755,56.8868791466855,4431,56213.8101881899,"Urban","Public","Latine","EL","English",8,14,2,1,"very good",5,"very welcome",9.18,0,0,1,0
"female","some high school","Free","completed",67.6268580049402,65.7884041220061,53.949950239072,4432,31139.6360776356,"Urban","Public","Asian","not EL","English",8,13,3,1,"good",7,"mostly welcome",1,0,0,3,1
"female","some college","Reduced","none",59.6420256405069,53.2135520357414,49.7850784309758,4433,38269.962310695,"Urban","Public","2 or more","not EL","English",6,11,2,1,"excellent",3,"welcome half the time",5.09,0,0,0,0
"male","high school","Reduced","completed",68.5231867121535,65.991047098959,54.4589074857644,4434,36849.9719424925,"Suburban","Public","White","not EL","English",7,13,3,0,"very good",5,"very welcome",4.27,0,0,2,1
